Frequency,Channel A
(Hz),(dBu)

99.37211871,-120.77270000
99.46525097,-111.44580000
99.55838323,-104.38860000
99.65151548,-103.14930000
99.74464774,-111.43620000
99.83778000,-121.46400000
99.93091226,-112.27430000
100.02404451,-104.98820000
100.11717677,-105.42560000
100.21030903,-115.27810000
100.30344129,-106.98940000
100.39657354,-101.47540000
100.48970580,-102.92420000
100.58283806,-103.28980000
100.67597032,-107.72340000
100.76910257,-105.27010000
100.86223483,-113.93960000
100.95536709,-115.88480000
101.04849935,-107.75940000
101.14163160,-107.75140000
101.23476386,-115.52590000
101.32789612,-103.35620000
101.42102838,-100.22540000
101.51416063,-101.43150000
101.60729289,-113.69560000
101.70042515,-104.15640000
101.79355741,-104.65410000
101.88668966,-108.81040000
101.97982192,-103.83870000
102.07295418,-109.56930000
102.16608644,-110.47780000
102.25921869,-109.48240000
102.35235095,-109.53270000
102.44548321,-109.21060000
102.53861547,-112.64600000
102.63174772,-110.85030000
102.72487998,-121.08680000
102.81801224,-105.71590000
102.91114450,-128.35380000
103.00427675,-111.01800000
103.09740901,-107.40820000
103.19054127,-107.57300000
103.28367352,-119.61970000
103.37680578,-108.89550000
103.46993804,-102.87780000
103.56307030,-98.81507000
103.65620255,-99.09562000
103.74933481,-106.51300000
103.84246707,-104.92190000
103.93559933,-108.81850000
104.02873158,-106.51640000
104.12186384,-109.71480000
104.21499610,-116.92730000
104.30812836,-111.98190000
104.40126061,-111.97200000
104.49439287,-112.44660000
104.58752513,-111.50810000
104.68065739,-107.50240000
104.77378964,-110.07000000
104.86692190,-112.09090000
104.96005416,-110.49810000
105.05318642,-112.66190000
105.14631867,-107.92450000
105.23945093,-112.45210000
105.33258319,-103.35770000
105.42571545,-107.20920000
105.51884770,-108.70720000
105.61197996,-110.37700000
105.70511222,-113.22030000
105.79824448,-112.09880000
105.89137673,-129.07900000
105.98450899,-107.27530000
106.07764125,-113.34650000
106.17077351,-114.11090000
106.26390576,-108.10770000
106.35703802,-101.00440000
106.45017028,-101.42210000
106.54330254,-107.04910000
106.63643479,-103.33980000
106.72956705,-95.91796000
106.82269931,-98.53809000
106.91583157,-106.51020000
107.00896382,-121.29870000
107.10209608,-108.89870000
107.19522834,-104.19830000
107.28836060,-109.01230000
107.38149285,-110.34570000
107.47462511,-108.30280000
107.56775737,-103.50920000
107.66088963,-109.35970000
107.75402188,-106.45170000
107.84715414,-110.76200000
107.94028640,-112.63600000
108.03341866,-109.60710000
108.12655091,-109.92030000
108.21968317,-105.09920000
108.31281543,-106.69870000
108.40594769,-107.75930000
108.49907994,-108.28350000
108.59221220,-117.60300000
108.68534446,-115.11770000
108.77847672,-109.95560000
108.87160897,-113.93310000
108.96474123,-122.47220000
109.05787349,-112.25570000
109.15100574,-114.35440000
109.24413800,-103.83970000
109.33727026,-102.79450000
109.43040252,-105.22160000
109.52353477,-102.29690000
109.61666703,-103.84030000
109.70979929,-110.43910000
109.80293155,-100.39940000
109.89606380,-101.35050000
109.98919606,-109.76410000
110.08232832,-109.95030000
110.17546058,-106.27970000
110.26859283,-104.47270000
110.36172509,-104.24420000
110.45485735,-103.41770000
110.54798961,-110.18040000
110.64112186,-110.67940000
110.73425412,-103.01900000
110.82738638,-111.10410000
110.92051864,-111.00280000
111.01365089,-104.92590000
111.10678315,-101.40490000
111.19991541,-99.76732000
111.29304767,-106.93100000
111.38617992,-109.12630000
111.47931218,-116.52680000
111.57244444,-113.91440000
111.66557670,-106.52790000
111.75870895,-115.29560000
111.85184121,-100.77060000
111.94497347,-99.62856000
112.03810573,-101.58770000
112.13123798,-107.55900000
112.22437024,-106.31290000
112.31750250,-105.41760000
112.41063476,-104.93520000
112.50376701,-103.62880000
112.59689927,-98.87017000
112.69003153,-104.16650000
112.78316379,-103.24300000
112.87629604,-108.82730000
112.96942830,-109.88570000
113.06256056,-105.20430000
113.15569282,-100.73280000
113.24882507,-101.72330000
113.34195733,-103.63820000
113.43508959,-119.21460000
113.52822185,-107.69360000
113.62135410,-107.33980000
113.71448636,-115.95300000
113.80761862,-116.61150000
113.90075088,-109.68920000
113.99388313,-110.29880000
114.08701539,-104.79490000
114.18014765,-98.60991000
114.27327991,-99.46693000
114.36641216,-105.81670000
114.45954442,-103.94150000
114.55267668,-99.44099000
114.64580894,-97.94510000
114.73894119,-103.46120000
114.83207345,-107.02080000
114.92520571,-106.07950000
115.01833797,-105.47600000
115.11147022,-109.98430000
115.20460248,-102.46730000
115.29773474,-104.44230000
115.39086699,-113.17980000
115.48399925,-115.90130000
115.57713151,-110.68180000
115.67026377,-114.06890000
115.76339602,-104.22690000
115.85652828,-106.15930000
115.94966054,-108.52490000
116.04279280,-113.85720000
116.13592505,-105.77430000
116.22905731,-106.32450000
116.32218957,-112.22870000
116.41532183,-103.26240000
116.50845408,-104.37120000
116.60158634,-106.85740000
116.69471860,-116.21640000
116.78785086,-105.63210000
116.88098311,-109.22360000
116.97411537,-114.09360000
117.06724763,-114.16190000
117.16037989,-117.52150000
117.25351214,-104.64100000
117.34664440,-100.37730000
117.43977666,-101.40700000
117.53290892,-107.71650000
117.62604117,-107.85030000
117.71917343,-103.79240000
117.81230569,-107.44430000
117.90543795,-109.41680000
117.99857020,-107.51990000
118.09170246,-116.33740000
118.18483472,-119.66610000
118.27796698,-107.97220000
118.37109923,-109.98500000
118.46423149,-117.61450000
118.55736375,-104.98730000
118.65049601,-100.76850000
118.74362826,-100.26840000
118.83676052,-98.67614000
118.92989278,-101.12310000
119.02302504,-102.08630000
119.11615729,-110.20380000
119.20928955,-108.00480000
119.30242181,-104.74780000
119.39555407,-101.72440000
119.48868632,-106.32280000
119.58181858,-108.18200000
119.67495084,-107.89700000
119.76808310,-110.55560000
119.86121535,-98.98696000
119.95434761,-89.24203000
120.04747987,-90.31409000
120.14061213,-100.63370000
120.23374438,-112.37510000
120.32687664,-111.05890000
120.42000890,-116.31690000
120.51314116,-112.25710000
120.60627341,-116.29280000
120.69940567,-108.26250000
120.79253793,-100.92380000
120.88567019,-104.23590000
120.97880244,-132.63070000
121.07193470,-115.88350000
121.16506696,-113.89730000
121.25819921,-111.98050000
121.35133147,-105.09200000
121.44446373,-104.44320000
121.53759599,-110.44290000
121.63072824,-109.69410000
121.72386050,-106.44850000
121.81699276,-108.38640000
121.91012502,-106.62120000
122.00325727,-105.75920000
122.09638953,-112.89080000
122.18952179,-112.22880000
122.28265405,-108.28250000
122.37578630,-113.86700000
122.46891856,-127.23030000
122.56205082,-116.17640000
122.65518308,-117.22130000
122.74831533,-116.74430000
122.84144759,-115.92980000
122.93457985,-136.26170000
123.02771211,-108.05440000
123.12084436,-107.80130000
123.21397662,-107.66830000
123.30710888,-116.36000000
123.40024114,-109.49860000
123.49337339,-109.81330000
123.58650565,-107.36720000
123.67963791,-116.55770000
123.77277017,-112.39930000
123.86590242,-108.29480000
123.95903468,-116.63500000
124.05216694,-111.47710000
124.14529920,-106.50640000
124.23843145,-107.93100000
124.33156371,-107.89500000
124.42469597,-122.51970000
124.51782823,-106.47640000
124.61096048,-115.80090000
124.70409274,-115.51810000
124.79722500,-103.70670000
124.89035726,-109.21440000
124.98348951,-103.41350000
125.07662177,-104.71410000
125.16975403,-106.97850000
125.26288629,-104.28440000
125.35601854,-103.41250000
125.44915080,-108.84280000
125.54228306,-113.19270000
125.63541532,-109.75370000
125.72854757,-106.71190000
125.82167983,-109.56960000
125.91481209,-118.19730000
126.00794435,-112.89690000
126.10107660,-110.71660000
126.19420886,-107.85630000
126.28734112,-103.94580000
126.38047338,-106.37600000
126.47360563,-100.67110000
126.56673789,-101.85210000
126.65987015,-108.60500000
126.75300241,-104.35150000
126.84613466,-101.66310000
126.93926692,-105.56050000
127.03239918,-117.05970000
127.12553144,-106.84590000
127.21866369,-105.79260000
127.31179595,-106.43680000
127.40492821,-102.53690000
127.49806046,-103.92360000
127.59119272,-100.87140000
127.68432498,-104.39190000
127.77745724,-107.43190000
127.87058949,-105.22610000
127.96372175,-110.66480000
128.05685401,-108.57050000
128.14998627,-106.01920000
128.24311852,-103.33570000
128.33625078,-105.06040000
128.42938304,-112.63430000
128.52251530,-113.31340000
128.61564755,-110.06250000
128.70877981,-108.38850000
128.80191207,-103.85940000
128.89504433,-106.35050000
128.98817658,-112.77010000
129.08130884,-111.61130000
129.17444110,-108.54820000
129.26757336,-114.39150000
129.36070561,-108.95420000
129.45383787,-111.87370000
129.54697013,-106.22640000
129.64010239,-106.59070000
129.73323464,-109.95630000
129.82636690,-112.57810000
129.91949916,-108.00710000
130.01263142,-108.79080000
130.10576367,-102.72690000
130.19889593,-102.44100000
130.29202819,-103.65220000
130.38516045,-104.23110000
130.47829270,-108.31550000
130.57142496,-106.61640000
130.66455722,-104.55040000
130.75768948,-106.79050000
130.85082173,-104.94650000
130.94395399,-100.26580000
131.03708625,-100.72680000
131.13021851,-107.11220000
131.22335076,-115.14410000
131.31648302,-108.16130000
131.40961528,-113.19920000
131.50274754,-106.40420000
131.59587979,-113.26430000
131.68901205,-113.68270000
131.78214431,-105.48290000
131.87527657,-117.64400000
131.96840882,-111.42410000
132.06154108,-108.65730000
132.15467334,-103.79580000
132.24780560,-112.85610000
132.34093785,-113.56350000
132.43407011,-104.46240000
132.52720237,-115.71870000
132.62033463,-109.59510000
132.71346688,-108.57040000
132.80659914,-109.93190000
132.89973140,-120.43100000
132.99286366,-108.13450000
133.08599591,-101.64590000
133.17912817,-106.26780000
133.27226043,-108.15980000
133.36539268,-108.42580000
133.45852494,-108.93270000
133.55165720,-105.95340000
133.64478946,-110.92910000
133.73792171,-123.67150000
133.83105397,-109.92740000
133.92418623,-112.46480000
134.01731849,-112.06380000
134.11045074,-116.39190000
134.20358300,-109.58790000
134.29671526,-106.36890000
134.38984752,-105.19860000
134.48297977,-109.16940000
134.57611203,-110.18800000
134.66924429,-114.73060000
134.76237655,-106.33120000
134.85550880,-102.57700000
134.94864106,-104.78470000
135.04177332,-104.77230000
135.13490558,-101.54180000
135.22803783,-109.42070000
135.32117009,-114.15750000
135.41430235,-111.39160000
135.50743461,-115.52850000
135.60056686,-107.44260000
135.69369912,-107.76000000
135.78683138,-110.31190000
135.87996364,-112.45590000
135.97309589,-114.51110000
136.06622815,-107.90850000
136.15936041,-124.07170000
136.25249267,-107.36680000
136.34562492,-108.40070000
136.43875718,-111.24390000
136.53188944,-108.86460000
136.62502170,-108.20080000
136.71815395,-114.03040000
136.81128621,-107.13280000
136.90441847,-104.99950000
136.99755073,-105.84180000
137.09068298,-104.04060000
137.18381524,-104.47360000
137.27694750,-111.18610000
137.37007976,-101.92920000
137.46321201,-100.54470000
137.55634427,-102.97570000
137.64947653,-118.75910000
137.74260879,-125.03860000
137.83574104,-110.50080000
137.92887330,-111.01520000
138.02200556,-106.77280000
138.11513782,-110.76080000
138.20827007,-114.41680000
138.30140233,-112.97780000
138.39453459,-106.40700000
138.48766685,-115.32490000
138.58079910,-104.27980000
138.67393136,-104.53400000
138.76706362,-105.38240000
138.86019588,-109.09040000
138.95332813,-114.29760000
139.04646039,-108.68480000
139.13959265,-118.90460000
139.23272491,-113.54410000
139.32585716,-115.05330000
139.41898942,-108.34900000
139.51212168,-107.33670000
139.60525393,-106.01870000
139.69838619,-111.45070000
139.79151845,-113.12020000
139.88465071,-105.17070000
139.97778296,-104.24840000
140.07091522,-110.29550000
140.16404748,-109.92990000
140.25717974,-107.73010000
140.35031199,-113.94890000
140.44344425,-107.65040000
140.53657651,-113.23170000
140.62970877,-110.01570000
140.72284102,-107.87430000
140.81597328,-115.28150000
140.90910554,-109.41090000
141.00223780,-105.84950000
141.09537005,-104.51950000
141.18850231,-100.93840000
141.28163457,-104.67340000
141.37476683,-112.26100000
141.46789908,-107.11380000
141.56103134,-119.76180000
141.65416360,-107.37460000
141.74729586,-107.26280000
141.84042811,-104.17780000
141.93356037,-108.42030000
142.02669263,-115.75600000
142.11982489,-107.98170000
142.21295714,-112.12200000
142.30608940,-112.25480000
142.39922166,-112.72250000
142.49235392,-103.37200000
142.58548617,-101.17900000
142.67861843,-101.17280000
142.77175069,-109.01900000
142.86488295,-117.56260000
142.95801520,-102.69350000
143.05114746,-102.22950000
143.14427972,-120.22480000
143.23741198,-112.51640000
143.33054423,-104.75880000
143.42367649,-107.25530000
143.51680875,-111.48950000
143.60994101,-114.25780000
143.70307326,-112.71530000
143.79620552,-103.43050000
143.88933778,-103.30680000
143.98247004,-114.75420000
144.07560229,-116.38830000
144.16873455,-110.45400000
144.26186681,-107.82450000
144.35499907,-108.86940000
144.44813132,-109.54080000
144.54126358,-130.67210000
144.63439584,-105.85170000
144.72752810,-109.27830000
144.82066035,-116.21970000
144.91379261,-112.54520000
145.00692487,-106.88870000
145.10005713,-113.45070000
145.19318938,-112.55670000
145.28632164,-112.83720000
145.37945390,-118.99080000
145.47258615,-113.93580000
145.56571841,-108.72160000
145.65885067,-127.94400000
145.75198293,-112.44750000
145.84511518,-114.61180000
145.93824744,-124.66450000
146.03137970,-105.54070000
146.12451196,-108.54250000
146.21764421,-111.57800000
146.31077647,-123.15280000
146.40390873,-115.60030000
146.49704099,-112.96840000
146.59017324,-103.57690000
146.68330550,-104.10930000
146.77643776,-116.12260000
146.86957002,-105.05970000
146.96270227,-101.18840000
147.05583453,-100.55850000
147.14896679,-102.39580000
147.24209905,-114.26630000
147.33523130,-105.82530000
147.42836356,-106.85840000
147.52149582,-111.34320000
147.61462808,-119.34430000
147.70776033,-102.76500000
147.80089259,-99.42830000
147.89402485,-99.09001000
147.98715711,-100.94660000
148.08028936,-114.43640000
148.17342162,-112.65830000
148.26655388,-101.36820000
148.35968614,-101.59950000
148.45281839,-106.29100000
148.54595065,-114.81640000
148.63908291,-112.72790000
148.73221517,-107.89570000
148.82534742,-104.58670000
148.91847968,-105.24310000
149.01161194,-106.40090000
149.10474420,-109.56650000
149.19787645,-115.64420000
149.29100871,-108.75500000
149.38414097,-103.81750000
149.47727323,-103.55310000
149.57040548,-101.03540000
149.66353774,-102.28050000
149.75667000,-108.28040000
149.84980226,-118.78220000
149.94293451,-121.39430000
150.03606677,-111.82890000
150.12919903,-115.60640000
150.22233129,-113.27990000
150.31546354,-105.02380000
150.40859580,-103.12390000
150.50172806,-106.05850000
150.59486032,-111.83880000
150.68799257,-108.30010000
150.78112483,-107.85350000
150.87425709,-108.40190000
150.96738935,-103.69740000
151.06052160,-104.70990000
151.15365386,-106.37690000
151.24678612,-123.80360000
151.33991838,-113.62020000
151.43305063,-105.64710000
151.52618289,-111.77680000
151.61931515,-113.75490000
151.71244740,-113.56120000
151.80557966,-111.58520000
151.89871192,-110.76630000
151.99184418,-107.87680000
152.08497643,-109.95210000
152.17810869,-110.45310000
152.27124095,-110.70250000
152.36437321,-115.96280000
152.45750546,-111.26830000
152.55063772,-113.29020000
152.64376998,-111.24930000
152.73690224,-110.61370000
152.83003449,-123.80620000
152.92316675,-113.30450000
153.01629901,-112.23090000
153.10943127,-106.08950000
153.20256352,-107.02330000
153.29569578,-117.62070000
153.38882804,-114.95910000
153.48196030,-105.46560000
153.57509255,-107.45020000
153.66822481,-112.29120000
153.76135707,-104.78900000
153.85448933,-102.45970000
153.94762158,-109.87020000
154.04075384,-112.12340000
154.13388610,-114.53980000
154.22701836,-112.01670000
154.32015061,-109.10420000
154.41328287,-130.70580000
154.50641513,-110.84020000
154.59954739,-117.18580000
154.69267964,-116.95040000
154.78581190,-110.72280000
154.87894416,-106.91840000
154.97207642,-103.39910000
155.06520867,-108.14360000
155.15834093,-111.09890000
155.25147319,-112.40060000
155.34460545,-107.59630000
155.43773770,-113.32000000
155.53086996,-113.88090000
155.62400222,-109.68750000
155.71713448,-113.70770000
155.81026673,-111.89730000
155.90339899,-103.46030000
155.99653125,-104.66410000
156.08966351,-114.77610000
156.18279576,-106.03600000
156.27592802,-109.98480000
156.36906028,-104.20190000
156.46219254,-104.09820000
156.55532479,-110.91300000
156.64845705,-113.52060000
156.74158931,-110.91530000
156.83472157,-107.61070000
156.92785382,-105.35430000
157.02098608,-106.57740000
157.11411834,-104.05160000
157.20725060,-126.78630000
157.30038285,-110.76010000
157.39351511,-112.62970000
157.48664737,-108.47120000
157.57977962,-117.09950000
157.67291188,-103.69120000
157.76604414,-104.58660000
157.85917640,-105.76640000
157.95230865,-105.22800000
158.04544091,-110.81140000
158.13857317,-111.83060000
158.23170543,-123.46390000
158.32483768,-120.72910000
158.41796994,-117.95190000
158.51110220,-120.41280000
158.60423446,-124.93260000
158.69736671,-115.46040000
158.79049897,-115.09080000
158.88363123,-109.56080000
158.97676349,-103.42680000
159.06989574,-109.61320000
159.16302800,-108.12860000
159.25616026,-109.85490000
159.34929252,-107.14700000
159.44242477,-106.31870000
159.53555703,-109.10050000
159.62868929,-106.69400000
159.72182155,-105.48310000
159.81495380,-99.61072000
159.90808606,-100.98190000
160.00121832,-116.67300000
160.09435058,-110.47920000
160.18748283,-106.42990000
160.28061509,-104.34520000
160.37374735,-100.61600000
160.46687961,-103.24870000
160.56001186,-105.42470000
160.65314412,-104.08410000
160.74627638,-112.32710000
160.83940864,-103.68200000
160.93254089,-104.52670000
161.02567315,-115.42050000
161.11880541,-109.07750000
161.21193767,-109.18700000
161.30506992,-124.77200000
161.39820218,-111.74300000
161.49133444,-110.29870000
161.58446670,-110.98570000
161.67759895,-112.57010000
161.77073121,-112.77300000
161.86386347,-121.13080000
161.95699573,-114.08910000
162.05012798,-105.19830000
162.14326024,-108.41840000
162.23639250,-112.63110000
162.32952476,-106.55050000
162.42265701,-108.03420000
162.51578927,-111.11660000
162.60892153,-105.33670000
162.70205379,-104.00460000
162.79518604,-101.11250000
162.88831830,-103.39920000
162.98145056,-106.08760000
163.07458282,-108.62130000
163.16771507,-105.86590000
163.26084733,-110.79650000
163.35397959,-114.30620000
163.44711185,-116.31480000
163.54024410,-104.57700000
163.63337636,-101.36370000
163.72650862,-112.84600000
163.81964087,-114.46860000
163.91277313,-109.46190000
164.00590539,-112.40940000
164.09903765,-106.51660000
164.19216990,-107.07300000
164.28530216,-108.19860000
164.37843442,-107.22920000
164.47156668,-124.54340000
164.56469893,-119.27280000
164.65783119,-116.62090000
164.75096345,-116.77890000
164.84409571,-117.66450000
164.93722796,-109.67700000
165.03036022,-109.19450000
165.12349248,-109.42950000
165.21662474,-109.36430000
165.30975699,-105.64580000
165.40288925,-111.22660000
165.49602151,-113.42610000
165.58915377,-105.93910000
165.68228602,-103.16150000
165.77541828,-103.84610000
165.86855054,-102.80710000
165.96168280,-101.82250000
166.05481505,-114.00400000
166.14794731,-113.02290000
166.24107957,-122.31500000
166.33421183,-111.60060000
166.42734408,-105.11640000
166.52047634,-110.53590000
166.61360860,-112.90200000
166.70674086,-122.57680000
166.79987311,-115.39620000
166.89300537,-110.60080000
166.98613763,-104.53680000
167.07926989,-103.65430000
167.17240214,-99.43103000
167.26553440,-100.21590000
167.35866666,-105.77600000
167.45179892,-118.86820000
167.54493117,-119.82480000
167.63806343,-110.12960000
167.73119569,-109.84000000
167.82432795,-120.84230000
167.91746020,-106.79810000
168.01059246,-102.10960000
168.10372472,-103.39000000
168.19685698,-107.27520000
168.28998923,-106.86230000
168.38312149,-103.08800000
168.47625375,-100.98080000
168.56938601,-105.67030000
168.66251826,-105.04800000
168.75565052,-106.77000000
168.84878278,-122.06400000
168.94191504,-112.11170000
169.03504729,-112.05010000
169.12817955,-113.76930000
169.22131181,-110.11680000
169.31444407,-103.90590000
169.40757632,-110.87870000
169.50070858,-115.86170000
169.59384084,-104.71810000
169.68697309,-103.56960000
169.78010535,-102.98640000
169.87323761,-103.16850000
169.96636987,-108.14650000
170.05950212,-108.58580000
170.15263438,-119.70720000
170.24576664,-108.59360000
170.33889890,-107.94300000
170.43203115,-106.96320000
170.52516341,-109.73900000
170.61829567,-110.66930000
170.71142793,-111.20320000
170.80456018,-107.67090000
170.89769244,-109.38820000
170.99082470,-106.04510000
171.08395696,-110.09660000
171.17708921,-106.39820000
171.27022147,-102.75970000
171.36335373,-111.56360000
171.45648599,-114.21450000
171.54961824,-106.57990000
171.64275050,-104.16380000
171.73588276,-104.68340000
171.82901502,-108.25680000
171.92214727,-106.31190000
172.01527953,-107.60320000
172.10841179,-107.43910000
172.20154405,-112.44580000
172.29467630,-103.49700000
172.38780856,-101.80520000
172.48094082,-99.79499000
172.57407308,-105.26090000
172.66720533,-107.49950000
172.76033759,-100.65850000
172.85346985,-99.52200000
172.94660211,-106.29600000
173.03973436,-105.50520000
173.13286662,-111.35690000
173.22599888,-115.94650000
173.31913114,-111.44610000
173.41226339,-108.93170000
173.50539565,-103.26480000
173.59852791,-109.03040000
173.69166017,-108.08560000
173.78479242,-112.01640000
173.87792468,-115.25300000
173.97105694,-108.30570000
174.06418920,-109.41670000
174.15732145,-139.04360000
174.25045371,-118.53310000
174.34358597,-117.54520000
174.43671823,-108.41980000
174.52985048,-105.42560000
174.62298274,-119.08400000
174.71611500,-106.10590000
174.80924726,-105.77530000
174.90237951,-100.80920000
174.99551177,-99.80350000
175.08864403,-109.85660000
175.18177629,-110.15010000
175.27490854,-107.10680000
175.36804080,-109.30320000
175.46117306,-105.11290000
175.55430532,-104.79610000
175.64743757,-103.25940000
175.74056983,-103.89490000
175.83370209,-101.78810000
175.92683434,-96.74743000
176.01996660,-98.24016000
176.11309886,-101.08760000
176.20623112,-104.64350000
176.29936337,-107.06210000
176.39249563,-105.22960000
176.48562789,-103.15570000
176.57876015,-107.42220000
176.67189240,-115.54060000
176.76502466,-111.31240000
176.85815692,-109.89190000
176.95128918,-125.66340000
177.04442143,-124.30350000
177.13755369,-111.46500000
177.23068595,-104.58550000
177.32381821,-102.81230000
177.41695046,-114.72890000
177.51008272,-111.90580000
177.60321498,-112.58650000
177.69634724,-113.72280000
177.78947949,-119.30510000
177.88261175,-116.43100000
177.97574401,-110.64830000
178.06887627,-106.94990000
178.16200852,-104.87300000
178.25514078,-110.07060000
178.34827304,-114.96440000
178.44140530,-113.20620000
178.53453755,-111.50410000
178.62766981,-101.79220000
178.72080207,-99.77138000
178.81393433,-103.80190000
178.90706658,-111.64310000
179.00019884,-108.57420000
179.09333110,-106.74120000
179.18646336,-107.97230000
179.27959561,-102.64050000
179.37272787,-103.21570000
179.46586013,-105.06050000
179.55899239,-104.96910000
179.65212464,-112.50210000
179.74525690,-107.92630000
179.83838916,-132.75610000
179.93152142,-111.86110000
180.02465367,-111.53380000
180.11778593,-108.75660000
180.21091819,-115.26620000
180.30405045,-108.54480000
180.39718270,-109.01080000
180.49031496,-113.16280000
180.58344722,-113.67940000
180.67657948,-109.47250000
180.76971173,-117.55820000
180.86284399,-112.41340000
180.95597625,-109.87670000
181.04910851,-110.70270000
181.14224076,-114.67930000
181.23537302,-107.73870000
181.32850528,-107.06290000
181.42163754,-109.85590000
181.51476979,-110.95520000
181.60790205,-105.63100000
181.70103431,-112.44720000
181.79416656,-106.85230000
181.88729882,-104.33680000
181.98043108,-100.43630000
182.07356334,-102.12230000
182.16669559,-104.82980000
182.25982785,-104.17300000
182.35296011,-104.02180000
182.44609237,-101.34280000
182.53922462,-104.01800000
182.63235688,-111.29240000
182.72548914,-112.18470000
182.81862140,-107.74300000
182.91175365,-103.56300000
183.00488591,-106.61500000
183.09801817,-111.38320000
183.19115043,-108.04050000
183.28428268,-108.75480000
183.37741494,-118.39800000
183.47054720,-107.66250000
183.56367946,-106.42570000
183.65681171,-101.93780000
183.74994397,-103.72110000
183.84307623,-103.52800000
183.93620849,-106.02070000
184.02934074,-110.80900000
184.12247300,-109.25080000
184.21560526,-107.24350000
184.30873752,-113.26220000
184.40186977,-102.11930000
184.49500203,-104.64430000
184.58813429,-118.55690000
184.68126655,-115.03850000
184.77439880,-110.24020000
184.86753106,-112.22530000
184.96066332,-106.83230000
185.05379558,-106.14570000
185.14692783,-106.59870000
185.24006009,-109.94480000
185.33319235,-106.39970000
185.42632461,-102.58980000
185.51945686,-105.70300000
185.61258912,-106.74520000
185.70572138,-113.25720000
185.79885364,-109.63430000
185.89198589,-106.08300000
185.98511815,-115.30580000
186.07825041,-110.97250000
186.17138267,-104.72350000
186.26451492,-108.67840000
186.35764718,-115.82040000
186.45077944,-110.03770000
186.54391170,-107.94270000
186.63704395,-105.54670000
186.73017621,-116.80850000
186.82330847,-111.99690000
186.91644073,-105.56570000
187.00957298,-124.68370000
187.10270524,-102.53980000
187.19583750,-103.19560000
187.28896976,-109.47860000
187.38210201,-119.09050000
187.47523427,-109.48480000
187.56836653,-103.74160000
187.66149879,-106.68480000
187.75463104,-108.28940000
187.84776330,-113.97240000
187.94089556,-115.21670000
188.03402781,-107.46900000
188.12716007,-100.48740000
188.22029233,-101.75720000
188.31342459,-113.49450000
188.40655684,-109.11420000
188.49968910,-104.96150000
188.59282136,-112.10430000
188.68595362,-113.47330000
188.77908587,-110.30680000
188.87221813,-116.84000000
188.96535039,-111.04550000
189.05848265,-107.18270000
189.15161490,-111.65840000
189.24474716,-101.99070000
189.33787942,-100.82380000
189.43101168,-101.02950000
189.52414393,-105.71260000
189.61727619,-111.05390000
189.71040845,-109.31130000
189.80354071,-106.92750000
189.89667296,-112.67270000
189.98980522,-117.27960000
190.08293748,-109.02760000
190.17606974,-105.57760000
190.26920199,-105.12360000
190.36233425,-127.26280000
190.45546651,-108.39960000
190.54859877,-114.61310000
190.64173102,-110.23270000
190.73486328,-106.57960000
190.82799554,-104.88340000
190.92112780,-103.71160000
191.01426005,-105.49200000
191.10739231,-105.87010000
191.20052457,-109.83050000
191.29365683,-116.59130000
191.38678908,-113.35380000
191.47992134,-112.61840000
191.57305360,-112.83060000
191.66618586,-115.36030000
191.75931811,-109.71090000
191.85245037,-115.68920000
191.94558263,-116.57980000
192.03871489,-118.68300000
192.13184714,-137.70770000
192.22497940,-110.69160000
192.31811166,-106.43290000
192.41124392,-106.16180000
192.50437617,-107.45190000
192.59750843,-103.37170000
192.69064069,-106.63900000
192.78377295,-110.21210000
192.87690520,-108.23790000
192.97003746,-101.96970000
193.06316972,-105.70300000
193.15630198,-112.99770000
193.24943423,-106.73540000
193.34256649,-110.65200000
193.43569875,-115.52680000
193.52883101,-111.71200000
193.62196326,-106.94520000
193.71509552,-108.33030000
193.80822778,-103.74470000
193.90136003,-104.79080000
193.99449229,-106.56700000
194.08762455,-117.50330000
194.18075681,-103.34020000
194.27388906,-106.78710000
194.36702132,-109.37290000
194.46015358,-101.75810000
194.55328584,-102.47240000
194.64641809,-113.51520000
194.73955035,-102.51000000
194.83268261,-103.70660000
194.92581487,-110.00310000
195.01894712,-109.65790000
195.11207938,-126.28910000
195.20521164,-101.33600000
195.29834390,-98.63754000
195.39147615,-103.03090000
195.48460841,-108.02480000
195.57774067,-112.58730000
195.67087293,-106.67250000
195.76400518,-101.32040000
195.85713744,-104.40030000
195.95026970,-115.83070000
196.04340196,-113.13300000
196.13653421,-109.28150000
196.22966647,-109.62700000
196.32279873,-111.48050000
196.41593099,-106.68070000
196.50906324,-109.79990000
196.60219550,-104.88430000
196.69532776,-105.12150000
196.78846002,-109.51820000
196.88159227,-114.82760000
196.97472453,-116.07690000
197.06785679,-113.72910000
197.16098905,-112.78780000
197.25412130,-112.99940000
197.34725356,-102.90440000
197.44038582,-101.32110000
197.53351808,-102.32340000
197.62665033,-107.82120000
197.71978259,-115.59590000
197.81291485,-112.34330000
197.90604711,-110.66610000
197.99917936,-107.10040000
198.09231162,-108.43220000
198.18544388,-105.11010000
198.27857614,-101.89950000
198.37170839,-102.58100000
198.46484065,-105.95020000
198.55797291,-108.26600000
198.65110517,-115.05930000
198.74423742,-104.50830000
198.83736968,-109.21280000
198.93050194,-115.09040000
199.02363420,-110.91970000
199.11676645,-112.25300000
199.20989871,-111.01280000
199.30303097,-110.85750000
199.39616323,-107.57760000
