Frequency,Channel A
(Hz),(dBu)

199.48929548,-104.50010000
199.58242774,-109.21150000
199.67556000,-112.56680000
199.76869226,-110.41950000
199.86182451,-104.76450000
199.95495677,-103.01580000
200.04808903,-103.79590000
200.14122128,-102.32620000
200.23435354,-103.16900000
200.32748580,-106.83060000
200.42061806,-107.80910000
200.51375031,-116.49170000
200.60688257,-112.61250000
200.70001483,-111.43160000
200.79314709,-105.51480000
200.88627934,-103.22650000
200.97941160,-109.47210000
201.07254386,-115.58460000
201.16567612,-102.10700000
201.25880837,-104.97570000
201.35194063,-116.25870000
201.44507289,-116.73250000
201.53820515,-117.72510000
201.63133740,-113.77520000
201.72446966,-111.87000000
201.81760192,-106.91370000
201.91073418,-103.58160000
202.00386643,-104.70970000
202.09699869,-103.42060000
202.19013095,-107.17800000
202.28326321,-115.88140000
202.37639546,-116.78170000
202.46952772,-109.59200000
202.56265998,-106.41130000
202.65579224,-102.95500000
202.74892449,-108.56880000
202.84205675,-114.38820000
202.93518901,-108.49520000
203.02832127,-103.71890000
203.12145352,-103.69160000
203.21458578,-107.21150000
203.30771804,-103.43150000
203.40085030,-105.38790000
203.49398255,-119.72550000
203.58711481,-109.04780000
203.68024707,-108.38470000
203.77337933,-108.94760000
203.86651158,-103.98900000
203.95964384,-104.20720000
204.05277610,-103.47500000
204.14590836,-102.19880000
204.23904061,-109.16880000
204.33217287,-108.28700000
204.42530513,-103.53520000
204.51843739,-109.68630000
204.61156964,-116.57940000
204.70470190,-110.12300000
204.79783416,-110.19580000
204.89096642,-112.25480000
204.98409867,-119.55150000
205.07723093,-112.17930000
205.17036319,-104.91990000
205.26349545,-100.01770000
205.35662770,-101.54910000
205.44975996,-107.43700000
205.54289222,-110.10910000
205.63602448,-102.17020000
205.72915673,-105.39900000
205.82228899,-103.75050000
205.91542125,-104.94100000
206.00855350,-107.65690000
206.10168576,-113.32260000
206.19481802,-113.79530000
206.28795028,-106.66020000
206.38108253,-109.26880000
206.47421479,-112.67010000
206.56734705,-107.30050000
206.66047931,-104.35060000
206.75361156,-101.74200000
206.84674382,-105.51240000
206.93987608,-118.26220000
207.03300834,-105.69930000
207.12614059,-101.52250000
207.21927285,-105.76990000
207.31240511,-118.86310000
207.40553737,-107.15720000
207.49866962,-102.60250000
207.59180188,-102.03290000
207.68493414,-109.07570000
207.77806640,-104.66240000
207.87119865,-108.61370000
207.96433091,-116.32250000
208.05746317,-124.33090000
208.15059543,-110.41580000
208.24372768,-108.04010000
208.33685994,-111.16860000
208.42999220,-105.29030000
208.52312446,-102.29430000
208.61625671,-113.87050000
208.70938897,-108.42050000
208.80252123,-117.31670000
208.89565349,-114.36930000
208.98878574,-111.87340000
209.08191800,-113.12370000
209.17505026,-111.60190000
209.26818252,-115.11590000
209.36131477,-109.51630000
209.45444703,-113.97930000
209.54757929,-113.27370000
209.64071155,-120.38610000
209.73384380,-120.36510000
209.82697606,-105.75600000
209.92010832,-104.38410000
210.01324058,-114.34220000
210.10637283,-115.01150000
210.19950509,-109.21580000
210.29263735,-123.77770000
210.38576961,-113.34880000
210.47890186,-109.97100000
210.57203412,-107.98230000
210.66516638,-105.62710000
210.75829864,-107.67080000
210.85143089,-106.81480000
210.94456315,-105.18320000
211.03769541,-105.80890000
211.13082767,-109.61550000
211.22395992,-110.85100000
211.31709218,-108.03080000
211.41022444,-107.20230000
211.50335670,-116.89460000
211.59648895,-105.92260000
211.68962121,-103.96870000
211.78275347,-113.88990000
211.87588573,-117.25000000
211.96901798,-117.05950000
212.06215024,-108.56460000
212.15528250,-107.10550000
212.24841475,-105.29570000
212.34154701,-107.87420000
212.43467927,-106.50300000
212.52781153,-104.51620000
212.62094378,-106.82880000
212.71407604,-105.88550000
212.80720830,-102.81110000
212.90034056,-105.78310000
212.99347281,-113.85740000
213.08660507,-112.50880000
213.17973733,-109.28570000
213.27286959,-116.43280000
213.36600184,-105.99410000
213.45913410,-102.59070000
213.55226636,-102.65680000
213.64539862,-104.09160000
213.73853087,-103.92890000
213.83166313,-103.59380000
213.92479539,-111.37150000
214.01792765,-113.53570000
214.11105990,-107.65970000
214.20419216,-108.63870000
214.29732442,-108.71910000
214.39045668,-110.18230000
214.48358893,-107.47710000
214.57672119,-106.49190000
214.66985345,-110.48310000
214.76298571,-110.00800000
214.85611796,-105.80650000
214.94925022,-101.95180000
215.04238248,-104.89260000
215.13551474,-108.22170000
215.22864699,-107.34700000
215.32177925,-104.24080000
215.41491151,-104.88440000
215.50804377,-100.87670000
215.60117602,-100.66640000
215.69430828,-103.65730000
215.78744054,-101.72630000
215.88057280,-103.55960000
215.97370505,-104.79250000
216.06683731,-120.54780000
216.15996957,-106.22430000
216.25310183,-112.46100000
216.34623408,-107.81800000
216.43936634,-107.18620000
216.53249860,-113.51460000
216.62563086,-111.10360000
216.71876311,-106.66610000
216.81189537,-105.66140000
216.90502763,-110.29010000
216.99815989,-106.10130000
217.09129214,-104.74750000
217.18442440,-112.37080000
217.27755666,-117.37040000
217.37068892,-109.54320000
217.46382117,-110.82900000
217.55695343,-112.84080000
217.65008569,-119.84160000
217.74321795,-104.97540000
217.83635020,-107.76890000
217.92948246,-111.54100000
218.02261472,-109.15050000
218.11574697,-110.44140000
218.20887923,-109.54150000
218.30201149,-106.76310000
218.39514375,-112.67640000
218.48827600,-110.67180000
218.58140826,-107.61070000
218.67454052,-103.69990000
218.76767278,-104.61020000
218.86080503,-105.07640000
218.95393729,-107.66560000
219.04706955,-101.71550000
219.14020181,-107.02730000
219.23333406,-105.52590000
219.32646632,-106.45700000
219.41959858,-111.73750000
219.51273084,-108.96830000
219.60586309,-112.07040000
219.69899535,-109.72510000
219.79212761,-105.38390000
219.88525987,-105.03800000
219.97839212,-102.40830000
220.07152438,-101.31260000
220.16465664,-109.70510000
220.25778890,-113.85990000
220.35092115,-103.21210000
220.44405341,-101.98520000
220.53718567,-114.42490000
220.63031793,-110.03630000
220.72345018,-141.93280000
220.81658244,-110.33300000
220.90971470,-104.42560000
221.00284696,-105.66760000
221.09597921,-102.67570000
221.18911147,-103.46680000
221.28224373,-108.82560000
221.37537599,-107.12820000
221.46850824,-109.46500000
221.56164050,-104.90690000
221.65477276,-100.42700000
221.74790502,-101.26200000
221.84103727,-100.95770000
221.93416953,-103.27790000
222.02730179,-108.91560000
222.12043405,-109.50850000
222.21356630,-114.91260000
222.30669856,-111.87180000
222.39983082,-107.45840000
222.49296308,-104.03340000
222.58609533,-104.67930000
222.67922759,-113.16370000
222.77235985,-108.93600000
222.86549211,-113.54950000
222.95862436,-117.18890000
223.05175662,-110.62560000
223.14488888,-108.04110000
223.23802114,-111.75010000
223.33115339,-106.97760000
223.42428565,-109.27730000
223.51741791,-105.48980000
223.61055017,-104.79940000
223.70368242,-110.99370000
223.79681468,-109.14800000
223.88994694,-104.72750000
223.98307920,-99.60831000
224.07621145,-99.14964000
224.16934371,-100.90980000
224.26247597,-105.44130000
224.35560822,-110.27750000
224.44874048,-113.98140000
224.54187274,-113.97240000
224.63500500,-104.34680000
224.72813725,-102.54970000
224.82126951,-109.79170000
224.91440177,-113.72780000
225.00753403,-109.91420000
225.10066628,-105.16740000
225.19379854,-106.46150000
225.28693080,-105.13720000
225.38006306,-105.35050000
225.47319531,-102.12020000
225.56632757,-100.54260000
225.65945983,-104.10810000
225.75259209,-109.01990000
225.84572434,-122.25690000
225.93885660,-112.52400000
226.03198886,-125.55170000
226.12512112,-128.39750000
226.21825337,-121.71360000
226.31138563,-117.18520000
226.40451789,-136.96920000
226.49765015,-106.78980000
226.59078240,-108.10210000
226.68391466,-110.62600000
226.77704692,-104.89840000
226.87017918,-99.91569000
226.96331143,-98.81180000
227.05644369,-99.08824000
227.14957595,-101.79560000
227.24270821,-106.87270000
227.33584046,-108.68120000
227.42897272,-111.86770000
227.52210498,-106.95750000
227.61523724,-107.12920000
227.70836949,-108.16960000
227.80150175,-112.60070000
227.89463401,-110.42760000
227.98776627,-108.53860000
228.08089852,-118.94610000
228.17403078,-107.42790000
228.26716304,-110.30400000
228.36029530,-104.62840000
228.45342755,-106.18680000
228.54655981,-111.94860000
228.63969207,-109.67200000
228.73282433,-123.77030000
228.82595658,-111.78910000
228.91908884,-103.21610000
229.01222110,-101.92720000
229.10535336,-107.18310000
229.19848561,-105.52800000
229.29161787,-105.24130000
229.38475013,-101.56480000
229.47788239,-100.75390000
229.57101464,-108.74810000
229.66414690,-120.30380000
229.75727916,-109.60660000
229.85041142,-112.12880000
229.94354367,-111.13340000
230.03667593,-108.12560000
230.12980819,-113.56830000
230.22294044,-113.43500000
230.31607270,-103.86990000
230.40920496,-106.23530000
230.50233722,-109.28090000
230.59546947,-105.30130000
230.68860173,-110.37160000
230.78173399,-105.29820000
230.87486625,-103.35830000
230.96799850,-103.85120000
231.06113076,-102.78650000
231.15426302,-106.97730000
231.24739528,-114.47870000
231.34052753,-109.96360000
231.43365979,-109.41160000
231.52679205,-110.07030000
231.61992431,-107.82080000
231.71305656,-105.14240000
231.80618882,-103.78780000
231.89932108,-112.79190000
231.99245334,-108.38060000
232.08558559,-105.26670000
232.17871785,-103.89770000
232.27185011,-109.45240000
232.36498237,-108.25590000
232.45811462,-107.58420000
232.55124688,-104.93770000
232.64437914,-106.82170000
232.73751140,-106.16200000
232.83064365,-107.73600000
232.92377591,-121.48480000
233.01690817,-114.84850000
233.11004043,-104.00420000
233.20317268,-100.88550000
233.29630494,-107.25120000
233.38943720,-110.12350000
233.48256946,-107.24920000
233.57570171,-111.12340000
233.66883397,-119.25750000
233.76196623,-113.31860000
233.85509849,-108.06870000
233.94823074,-107.82090000
234.04136300,-117.33030000
234.13449526,-123.79310000
234.22762752,-113.61560000
234.32075977,-105.77580000
234.41389203,-113.51940000
234.50702429,-120.57910000
234.60015655,-111.59050000
234.69328880,-102.45770000
234.78642106,-100.72760000
234.87955332,-105.48350000
234.97268558,-109.44750000
235.06581783,-110.14900000
235.15895009,-111.42660000
235.25208235,-106.12740000
235.34521461,-106.16370000
235.43834686,-102.57690000
235.53147912,-99.05368000
235.62461138,-101.76440000
235.71774364,-115.89970000
235.81087589,-113.42920000
235.90400815,-119.33890000
235.99714041,-116.62590000
236.09027267,-104.55420000
236.18340492,-100.37620000
236.27653718,-102.64100000
236.36966944,-107.03940000
236.46280169,-109.90030000
236.55593395,-114.85350000
236.64906621,-117.82650000
236.74219847,-103.99310000
236.83533072,-99.79717000
236.92846298,-104.48590000
237.02159524,-111.83310000
237.11472750,-110.33930000
237.20785975,-106.43500000
237.30099201,-111.29030000
237.39412427,-106.71340000
237.48725653,-106.72180000
237.58038878,-122.19770000
237.67352104,-105.49240000
237.76665330,-101.96890000
237.85978556,-110.47100000
237.95291781,-110.44060000
238.04605007,-105.31210000
238.13918233,-115.06360000
238.23231459,-117.20250000
238.32544684,-115.81730000
238.41857910,-112.78210000
238.51171136,-110.79390000
238.60484362,-112.99010000
238.69797587,-111.71120000
238.79110813,-108.35310000
238.88424039,-114.77540000
238.97737265,-110.26120000
239.07050490,-106.63680000
239.16363716,-107.56190000
239.25676942,-116.42810000
239.34990168,-111.65110000
239.44303393,-115.06340000
239.53616619,-112.34810000
239.62929845,-107.57730000
239.72243071,-103.53500000
239.81556296,-102.82820000
239.90869522,-104.38710000
240.00182748,-106.53330000
240.09495974,-120.21860000
240.18809199,-107.16960000
240.28122425,-104.37350000
240.37435651,-109.64010000
240.46748877,-113.13040000
240.56062102,-108.26740000
240.65375328,-120.37530000
240.74688554,-110.26670000
240.84001780,-107.98900000
240.93315005,-109.33360000
241.02628231,-110.15240000
241.11941457,-116.14850000
241.21254683,-109.47790000
241.30567908,-118.30420000
241.39881134,-103.64280000
241.49194360,-100.98500000
241.58507586,-102.54200000
241.67820811,-109.50200000
241.77134037,-106.89210000
241.86447263,-105.55490000
241.95760489,-112.07630000
242.05073714,-106.86370000
242.14386940,-105.55500000
242.23700166,-107.28340000
242.33013391,-110.63350000
242.42326617,-112.22970000
242.51639843,-114.37800000
242.60953069,-119.34660000
242.70266294,-113.29360000
242.79579520,-113.10700000
242.88892746,-123.64700000
242.98205972,-108.03030000
243.07519197,-104.63950000
243.16832423,-103.39340000
243.26145649,-106.45040000
243.35458875,-121.15550000
243.44772100,-113.14870000
243.54085326,-108.66110000
243.63398552,-117.79510000
243.72711778,-114.17050000
243.82025003,-106.58750000
243.91338229,-111.21520000
244.00651455,-104.82270000
244.09964681,-102.01460000
244.19277906,-107.97970000
244.28591132,-118.85090000
244.37904358,-112.98640000
244.47217584,-108.14900000
244.56530809,-102.61440000
244.65844035,-104.45920000
244.75157261,-103.67230000
244.84470487,-106.97050000
244.93783712,-114.75920000
245.03096938,-102.80360000
245.12410164,-101.14070000
245.21723390,-106.63930000
245.31036615,-109.12110000
245.40349841,-129.01610000
245.49663067,-109.94660000
245.58976293,-103.86160000
245.68289518,-102.46220000
245.77602744,-105.82820000
245.86915970,-119.82490000
245.96229196,-104.60550000
246.05542421,-102.78820000
246.14855647,-106.05740000
246.24168873,-107.06010000
246.33482099,-115.22350000
246.42795324,-111.69460000
246.52108550,-111.80830000
246.61421776,-104.42320000
246.70735002,-105.52890000
246.80048227,-113.25810000
246.89361453,-108.50930000
246.98674679,-108.03830000
247.07987905,-115.25480000
247.17301130,-111.34650000
247.26614356,-104.28350000
247.35927582,-102.39740000
247.45240808,-101.95960000
247.54554033,-109.32300000
247.63867259,-112.06730000
247.73180485,-106.70590000
247.82493711,-106.41230000
247.91806936,-111.48650000
248.01120162,-104.53580000
248.10433388,-106.23400000
248.19746614,-107.63110000
248.29059839,-110.99180000
248.38373065,-114.27240000
248.47686291,-107.14050000
248.56999516,-104.26160000
248.66312742,-107.07560000
248.75625968,-106.34690000
248.84939194,-106.31820000
248.94252419,-111.35830000
249.03565645,-110.53290000
249.12878871,-109.19130000
249.22192097,-109.33910000
249.31505322,-107.57740000
249.40818548,-110.67370000
249.50131774,-110.28080000
249.59445000,-110.23450000
249.68758225,-107.50840000
249.78071451,-104.40110000
249.87384677,-101.71460000
249.96697903,-101.16300000
250.06011128,-100.52400000
250.15324354,-102.58230000
250.24637580,-113.83630000
250.33950806,-124.57540000
250.43264031,-111.45330000
250.52577257,-117.08900000
250.61890483,-113.01240000
250.71203709,-117.80930000
250.80516934,-114.09540000
250.89830160,-110.06440000
250.99143386,-112.45190000
251.08456612,-113.68300000
251.17769837,-111.38120000
251.27083063,-102.11930000
251.36396289,-99.94312000
251.45709515,-101.74650000
251.55022740,-106.59740000
251.64335966,-111.02420000
251.73649192,-111.08660000
251.82962418,-101.35280000
251.92275643,-100.76520000
252.01588869,-105.50680000
252.10902095,-108.30760000
252.20215321,-110.09160000
252.29528546,-109.78360000
252.38841772,-104.69350000
252.48154998,-107.59240000
252.57468224,-117.67510000
252.66781449,-109.71570000
252.76094675,-113.46460000
252.85407901,-106.88000000
252.94721127,-106.84420000
253.04034352,-106.18970000
253.13347578,-105.46740000
253.22660804,-107.34160000
253.31974030,-114.40650000
253.41287255,-113.96610000
253.50600481,-113.11780000
253.59913707,-107.78470000
253.69226933,-106.27850000
253.78540158,-117.76050000
253.87853384,-114.63420000
253.97166610,-115.38880000
254.06479836,-112.61270000
254.15793061,-107.49050000
254.25106287,-103.83990000
254.34419513,-103.23100000
254.43732738,-105.51020000
254.53045964,-111.27960000
254.62359190,-109.07080000
254.71672416,-104.24160000
254.80985641,-107.75960000
254.90298867,-120.76540000
254.99612093,-108.49800000
255.08925319,-110.58820000
255.18238544,-117.20640000
255.27551770,-106.22340000
255.36864996,-107.37890000
255.46178222,-106.62900000
255.55491447,-103.25520000
255.64804673,-106.02990000
255.74117899,-111.89920000
255.83431125,-108.12360000
255.92744350,-111.81450000
256.02057576,-104.92960000
256.11370802,-105.96860000
256.20684028,-109.45240000
256.29997253,-102.49830000
256.39310479,-100.70800000
256.48623705,-103.76530000
256.57936931,-115.02660000
256.67250156,-124.13370000
256.76563382,-113.12480000
256.85876608,-110.93010000
256.95189834,-109.63620000
257.04503059,-108.81930000
257.13816285,-109.74580000
257.23129511,-106.06300000
257.32442737,-106.71980000
257.41755962,-118.80460000
257.51069188,-121.78550000
257.60382414,-107.16190000
257.69695640,-102.48390000
257.79008865,-103.60600000
257.88322091,-103.93420000
257.97635317,-104.13290000
258.06948543,-105.28350000
258.16261768,-115.70010000
258.25574994,-111.07490000
258.34888220,-106.99630000
258.44201446,-110.99890000
258.53514671,-107.94550000
258.62827897,-107.51500000
258.72141123,-105.21870000
258.81454349,-107.50510000
258.90767574,-113.15690000
259.00080800,-109.00770000
259.09394026,-109.02280000
259.18707252,-108.07960000
259.28020477,-108.95890000
259.37333703,-109.84560000
259.46646929,-120.58270000
259.55960155,-110.31140000
259.65273380,-107.49400000
259.74586606,-110.48060000
259.83899832,-110.61200000
259.93213058,-121.52160000
260.02526283,-108.05560000
260.11839509,-104.37520000
260.21152735,-105.93950000
260.30465961,-115.61860000
260.39779186,-110.69080000
260.49092412,-106.86810000
260.58405638,-108.68660000
260.67718863,-111.38110000
260.77032089,-106.54640000
260.86345315,-106.45370000
260.95658541,-108.48190000
261.04971766,-107.12410000
261.14284992,-109.83850000
261.23598218,-111.97930000
261.32911444,-122.41290000
261.42224669,-117.13810000
261.51537895,-113.69430000
261.60851121,-115.43860000
261.70164347,-106.30200000
261.79477572,-104.31360000
261.88790798,-103.43430000
261.98104024,-103.01310000
262.07417250,-106.03420000
262.16730475,-111.44230000
262.26043701,-109.37440000
262.35356927,-109.98390000
262.44670153,-120.93860000
262.53983378,-108.93940000
262.63296604,-110.03580000
262.72609830,-116.20600000
262.81923056,-113.00730000
262.91236281,-113.23480000
263.00549507,-110.36830000
263.09862733,-110.21790000
263.19175959,-108.47370000
263.28489184,-115.10200000
263.37802410,-118.60510000
263.47115636,-121.86020000
263.56428862,-106.63480000
263.65742087,-101.32190000
263.75055313,-102.48470000
263.84368539,-106.27300000
263.93681765,-103.41260000
264.02994990,-104.50560000
264.12308216,-110.67970000
264.21621442,-113.31680000
264.30934668,-110.65590000
264.40247893,-103.27630000
264.49561119,-100.59400000
264.58874345,-100.96720000
264.68187571,-102.36360000
264.77500796,-105.85530000
264.86814022,-105.07120000
264.96127248,-104.52570000
265.05440474,-108.26510000
265.14753699,-111.03300000
265.24066925,-106.15120000
265.33380151,-103.01590000
265.42693377,-108.27180000
265.52006602,-108.44810000
265.61319828,-114.85500000
265.70633054,-109.42570000
265.79946280,-115.01740000
265.89259505,-108.18260000
265.98572731,-101.32350000
266.07885957,-101.34620000
266.17199183,-103.09660000
266.26512408,-110.71630000
266.35825634,-112.71370000
266.45138860,-102.90820000
266.54452085,-99.44088000
266.63765311,-99.86337000
266.73078537,-110.02180000
266.82391763,-116.22160000
266.91704988,-113.49890000
267.01018214,-110.37780000
267.10331440,-121.73980000
267.19644666,-114.19960000
267.28957891,-112.10950000
267.38271117,-110.32790000
267.47584343,-108.47460000
267.56897569,-110.44250000
267.66210794,-110.69000000
267.75524020,-119.36330000
267.84837246,-110.83370000
267.94150472,-107.01680000
268.03463697,-106.48050000
268.12776923,-110.06850000
268.22090149,-121.01720000
268.31403375,-113.60730000
268.40716600,-107.61510000
268.50029826,-108.74210000
268.59343052,-114.20680000
268.68656278,-113.85080000
268.77969503,-108.37740000
268.87282729,-108.46210000
268.96595955,-117.55800000
269.05909181,-113.74610000
269.15222406,-104.47910000
269.24535632,-104.36030000
269.33848858,-112.27020000
269.43162084,-107.28310000
269.52475309,-102.98450000
269.61788535,-104.20880000
269.71101761,-104.78570000
269.80414987,-106.42060000
269.89728212,-105.91980000
269.99041438,-106.75200000
270.08354664,-106.93310000
270.17667890,-116.05280000
270.26981115,-118.29870000
270.36294341,-124.16750000
270.45607567,-111.50190000
270.54920793,-109.70050000
270.64234018,-111.01560000
270.73547244,-118.46470000
270.82860470,-110.35680000
270.92173696,-104.54280000
271.01486921,-103.91910000
271.10800147,-106.63770000
271.20113373,-107.87250000
271.29426599,-106.65670000
271.38739824,-121.58550000
271.48053050,-107.29590000
271.57366276,-103.27990000
271.66679502,-109.12770000
271.75992727,-108.62140000
271.85305953,-107.84310000
271.94619179,-110.65500000
272.03932405,-109.23640000
272.13245630,-114.91230000
272.22558856,-111.76910000
272.31872082,-126.17860000
272.41185308,-106.97770000
272.50498533,-101.38990000
272.59811759,-104.04280000
272.69124985,-108.16240000
272.78438210,-103.63880000
272.87751436,-102.93130000
272.97064662,-110.24080000
273.06377888,-112.40270000
273.15691113,-105.05810000
273.25004339,-108.63230000
273.34317565,-114.13390000
273.43630791,-107.63610000
273.52944016,-103.52140000
273.62257242,-103.44960000
273.71570468,-107.55330000
273.80883694,-110.79440000
273.90196919,-109.45980000
273.99510145,-105.92570000
274.08823371,-105.70990000
274.18136597,-104.86270000
274.27449822,-106.35590000
274.36763048,-105.66350000
274.46076274,-115.17370000
274.55389500,-127.31780000
274.64702725,-112.91320000
274.74015951,-117.42820000
274.83329177,-113.41750000
274.92642403,-108.27270000
275.01955628,-107.24590000
275.11268854,-114.54700000
275.20582080,-113.40220000
275.29895306,-106.53660000
275.39208531,-111.29700000
275.48521757,-114.53140000
275.57834983,-107.99500000
275.67148209,-104.97600000
275.76461434,-107.73990000
275.85774660,-130.04410000
275.95087886,-110.27660000
276.04401112,-114.77650000
276.13714337,-105.53360000
276.23027563,-103.11220000
276.32340789,-104.13820000
276.41654015,-117.64880000
276.50967240,-117.18670000
276.60280466,-115.85760000
276.69593692,-109.17590000
276.78906918,-104.42340000
276.88220143,-105.05990000
276.97533369,-118.48090000
277.06846595,-114.22520000
277.16159821,-107.67010000
277.25473046,-103.68240000
277.34786272,-104.36080000
277.44099498,-106.46940000
277.53412724,-107.49370000
277.62725949,-108.61620000
277.72039175,-111.90070000
277.81352401,-114.04270000
277.90665627,-112.33160000
277.99978852,-104.17070000
278.09292078,-105.80070000
278.18605304,-111.59630000
278.27918530,-110.53050000
278.37231755,-123.20220000
278.46544981,-110.93120000
278.55858207,-108.07470000
278.65171432,-115.79280000
278.74484658,-115.60970000
278.83797884,-111.38270000
278.93111110,-107.73420000
279.02424335,-106.11150000
279.11737561,-105.71580000
279.21050787,-105.93530000
279.30364013,-102.42900000
279.39677238,-101.20970000
279.48990464,-102.24710000
279.58303690,-113.32700000
279.67616916,-113.86350000
279.76930141,-109.33870000
279.86243367,-102.72690000
279.95556593,-100.46920000
280.04869819,-104.64680000
280.14183044,-117.31360000
280.23496270,-108.41480000
280.32809496,-113.49120000
280.42122722,-104.20020000
280.51435947,-109.29510000
280.60749173,-103.72410000
280.70062399,-107.12120000
280.79375625,-114.32730000
280.88688850,-109.33300000
280.98002076,-104.96060000
281.07315302,-107.63940000
281.16628528,-119.98430000
281.25941753,-108.36220000
281.35254979,-111.34490000
281.44568205,-110.08690000
281.53881431,-114.09940000
281.63194656,-115.20190000
281.72507882,-108.59050000
281.81821108,-107.16300000
281.91134334,-104.84790000
282.00447559,-106.36840000
282.09760785,-114.90970000
282.19074011,-105.50100000
282.28387237,-104.82510000
282.37700462,-104.99470000
282.47013688,-104.97570000
282.56326914,-108.30490000
282.65640140,-105.82900000
282.74953365,-104.85990000
282.84266591,-106.16590000
282.93579817,-105.38560000
283.02893043,-105.64840000
283.12206268,-107.37030000
283.21519494,-108.77680000
283.30832720,-119.43650000
283.40145946,-117.37070000
283.49459171,-107.57930000
283.58772397,-107.73350000
283.68085623,-109.34400000
283.77398849,-103.96080000
283.86712074,-105.86270000
283.96025300,-110.61870000
284.05338526,-106.64510000
284.14651752,-107.84340000
284.23964977,-104.12110000
284.33278203,-102.15060000
284.42591429,-103.70960000
284.51904655,-105.57590000
284.61217880,-109.75390000
284.70531106,-118.10390000
284.79844332,-112.58940000
284.89157557,-105.62730000
284.98470783,-104.31250000
285.07784009,-106.75200000
285.17097235,-114.42860000
285.26410460,-115.67150000
285.35723686,-110.22060000
285.45036912,-113.68270000
285.54350138,-109.52980000
285.63663363,-103.61890000
285.72976589,-107.75320000
285.82289815,-108.98120000
285.91603041,-103.40670000
286.00916266,-107.93110000
286.10229492,-109.20620000
286.19542718,-108.82520000
286.28855944,-117.34800000
286.38169169,-110.61190000
286.47482395,-103.99860000
286.56795621,-106.93990000
286.66108847,-107.11050000
286.75422072,-109.66640000
286.84735298,-107.66520000
286.94048524,-105.33990000
287.03361750,-106.34500000
287.12674975,-105.02570000
287.21988201,-104.27430000
287.31301427,-107.25280000
287.40614653,-110.70120000
287.49927878,-117.82110000
287.59241104,-109.98260000
287.68554330,-109.00980000
287.77867556,-103.59410000
287.87180781,-103.99680000
287.96494007,-102.73110000
288.05807233,-104.75170000
288.15120459,-122.41420000
288.24433684,-105.88150000
288.33746910,-103.83720000
288.43060136,-107.96660000
288.52373362,-119.81430000
288.61686587,-108.78300000
288.70999813,-112.05740000
288.80313039,-113.50780000
288.89626265,-111.53280000
288.98939490,-109.34860000
289.08252716,-110.03260000
289.17565942,-109.36320000
289.26879168,-108.83730000
289.36192393,-108.77110000
289.45505619,-110.14310000
289.54818845,-115.59830000
289.64132071,-109.28840000
289.73445296,-103.72560000
289.82758522,-106.56100000
289.92071748,-106.50090000
290.01384974,-109.58180000
290.10698199,-111.39170000
290.20011425,-114.55780000
290.29324651,-109.52610000
290.38637877,-109.55860000
290.47951102,-108.09580000
290.57264328,-110.18010000
290.66577554,-114.15250000
290.75890779,-105.44010000
290.85204005,-105.22910000
290.94517231,-112.08330000
291.03830457,-119.34450000
291.13143682,-119.83950000
291.22456908,-111.29480000
291.31770134,-113.68690000
291.41083360,-110.52470000
291.50396585,-125.42810000
291.59709811,-108.20850000
291.69023037,-106.34460000
291.78336263,-109.23420000
291.87649488,-110.84010000
291.96962714,-116.71600000
292.06275940,-116.17240000
292.15589166,-109.54300000
292.24902391,-111.88690000
292.34215617,-111.19720000
292.43528843,-112.39460000
292.52842069,-116.41050000
292.62155294,-107.18170000
292.71468520,-106.89360000
292.80781746,-107.31140000
292.90094972,-105.12480000
292.99408197,-103.39450000
293.08721423,-101.84410000
293.18034649,-103.64860000
293.27347875,-111.98980000
293.36661100,-108.22920000
293.45974326,-105.73230000
293.55287552,-107.91730000
293.64600778,-104.05140000
293.73914003,-104.19130000
293.83227229,-108.57520000
293.92540455,-116.39410000
294.01853681,-107.90330000
294.11166906,-111.32230000
294.20480132,-109.10840000
294.29793358,-106.30390000
294.39106584,-111.61210000
294.48419809,-124.35670000
294.57733035,-117.20070000
294.67046261,-111.33980000
294.76359487,-110.95950000
294.85672712,-108.41500000
294.94985938,-104.77470000
295.04299164,-103.28300000
295.13612390,-105.90620000
295.22925615,-104.90560000
295.32238841,-103.63900000
295.41552067,-105.50980000
295.50865293,-106.52200000
295.60178518,-105.98650000
295.69491744,-104.16230000
295.78804970,-104.24260000
295.88118196,-107.51970000
295.97431421,-108.91580000
296.06744647,-104.11970000
296.16057873,-101.98400000
296.25371099,-110.89870000
296.34684324,-104.55870000
296.43997550,-100.45850000
296.53310776,-104.25780000
296.62624002,-112.70180000
296.71937227,-117.73050000
296.81250453,-109.85270000
296.90563679,-113.27830000
296.99876904,-110.69540000
297.09190130,-106.13150000
297.18503356,-104.05660000
297.27816582,-106.05630000
297.37129807,-116.15530000
297.46443033,-110.29050000
297.55756259,-103.75120000
297.65069485,-104.66920000
297.74382710,-106.64120000
297.83695936,-109.46480000
297.93009162,-109.70440000
298.02322388,-106.81870000
298.11635613,-108.09210000
298.20948839,-115.15380000
298.30262065,-121.24340000
298.39575291,-113.28870000
298.48888516,-112.85400000
298.58201742,-117.81800000
298.67514968,-109.34700000
298.76828194,-106.12790000
298.86141419,-107.43310000
298.95454645,-110.12690000
299.04767871,-106.27340000
299.14081097,-111.35500000
299.23394322,-109.57570000
299.32707548,-105.26550000
299.42020774,-108.01880000
299.51334000,-113.91780000
